단일/복합,DUR성분명,DUR유형,제형,금기 또는 주의내용,비고
복합,센나열매/차전자피/노회/후박/작약/대황,투여기간주의,과립제,7일,
복합,센나열매/센나엽/진피/후박,투여기간주의,환제,7일,
복합,센나열매/차전자피/노회가루/대황가루,투여기간주의,과립제,7일,
복합,센나열매가루/차전자피가루,투여기간주의,과립제,7일,
복합,센나열매가루/차전자피가루/육계/대추/작약/수산화마그네슘/감초/생강,투여기간주의,과립제,7일,
복합,센나열매가루/차전자피,투여기간주의,과립제,7일,
복합,센나열매가루/차전자피/백출/회향/감초/작약/대황,투여기간주의,과립제,7일,
복합,센나열매가루/차전자가루/니코틴산아미드/당화균/락토민,투여기간주의,과립제,7일,
복합,센나엽/차전자피/육계/감초/작약/지실/생강/대황,투여기간주의,과립제,7일,
복합,옥시메타졸린/클로르페니라민,투여기간주의,점비액제,7일,
복합,옥테니딘/페녹시에탄올,투여기간주의,피부액제,14일,
복합,자일로메타졸린/L-카르보시스테인,투여기간주의,점비액제,7일,
단일,자일로메타졸린,투여기간주의,"점비액제,일반액상분무제,정량액상분무제",7일,
복합,자일로메타졸린/클로르페니라민,투여기간주의,"점비액제,일반액상분무제",7일,
복합,자일로메타졸린/D-판테놀,투여기간주의,점비액제,7일,
단일,덱스란소프라졸 - 아타자나비르,병용금기,,,
복합,라베프라졸/탄산수소나트륨 - 아타자나비르,병용금기,,,
복합,라베프라졸/탄산수소나트륨 - 아타자나비르,병용금기,,,
복합,라베프라졸/탄산수소나트륨 - 릴피비린,병용금기,,,
단일,라베프라졸 - 아타자나비르,병용금기,,,
단일,란소프라졸 - 아타자나비르,병용금기,,,
복합,란소프라졸/침강탄산칼슘 - 아타자나비르,병용금기,,,
복합,란소프라졸/침강탄산칼슘 - 아타자나비르,병용금기,,,
복합,란소프라졸/침강탄산칼슘 - 릴피비린,병용금기,,,
단일,발베나진 - 듀테트라베나진,병용금기,,,
복합,에스오메프라졸/침강탄산칼슘 - 릴피비린,병용금기,,,
복합,에스오메프라졸/나프록센 - 아타자나비르,병용금기,,,
복합,에스오메프라졸/탄산수소나트륨 - 아타자나비르,병용금기,,,
복합,에스오메프라졸/수산화마그네슘 - 아타자나비르,병용금기,,,
복합,에스오메프라졸/수산화마그네슘 - 아타자나비르,병용금기,,,
복합,에스오메프라졸/수산화마그네슘 - 릴피비린,병용금기,,,
복합,에스오메프라졸/탄산수소나트륨 - 릴피비린,병용금기,,,
복합,에스오메프라졸/나프록센 - 아타자나비르,병용금기,,,
복합,에스오메프라졸/침강탄산칼슘 - 아타자나비르,병용금기,,,
단일,에스오메프라졸 - 아타자나비르,병용금기,,,
복합,에스오메프라졸/침강탄산칼슘 - 아타자나비르,병용금기,,,
복합,에스오메프라졸/탄산수소나트륨 - 아타자나비르,병용금기,,,
단일,에스판토프라졸 - 아타자나비르,병용금기,,,
단일,에스판토프라졸 - 아타자나비르,병용금기,,,
복합,오메프라졸/탄산수소나트륨 - 아타자나비르,병용금기,,,
복합,오메프라졸/탄산수소나트륨 - 아타자나비르,병용금기,,,
단일,오메프라졸 - 아타자나비르,병용금기,,,
단일,일라프라졸 - 아타자나비르,병용금기,,,
단일,판토프라졸 - 아타자나비르,병용금기,,,
단일,아트로핀,특정연령대금기,"현탁액점안제,안연고제,용액용점안분말제,점안용액제,점안주사제,안겔",4세 미만,
단일,아트로핀,특정연령대금기,"점안용액제,용액용점안분말제,현탁액점안제,안연고제,안겔,점안주사제",12세 미만,
단일,폴리스티렌설폰산칼슘,특정연령대금기,"겔,산제,용액용산제,현탁액용산제,세립,용액용세립제,현탁액용세립제,과립제,서방성과립제,장용성과립제 ,용액용과립제,현탁액용과립제,서방성현탁액용과립제,발포과립제,경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액,젤리형겔",1개월 미만,
복합,D-소르비톨/글리세린/시트르산나트륨수화물,임부금기,관장제,2등급,
단일,네라티닙,임부금기,필름코팅정,2등급,
단일,라나델루맙,임부금기,용액주사제,2등급,
단일,라타노프로스틴부노드,임부금기,점안용액제,2등급,
단일,레미마졸람,임부금기,용액용동결건조분말주사제,2등급,
단일,레이저티닙,임부금기,필름코팅정,2등급,
단일,록사두스타트,임부금기,필름코팅정,1등급,
단일,발베나진,임부금기,"경질캡슐제, 산제",2등급,
단일,베리시구앗,임부금기,필름코팅정,1등급,
복합,아미도트리조산/메글루민/수산화나트륨,임부금기,경구용액제,2등급,
단일,아브로시티닙,임부금기,필름코팅정,2등급,
단일,아칼라브루티닙,임부금기,"경질캡슐제, 산제,필름코팅정",2등급,
단일,알펠리십,임부금기,필름코팅정,2등급,
단일,에플라페그라스팀,임부금기,용액주사제,2등급,
복합,요오드/이소프로판올,임부금기,피부액제,2등급,
복합,요오드/요오드화칼륨,임부금기,경구용액제,2등급,
단일,트리파로텐,임부금기,피부크림제,2등급,
단일,티사젠렉류셀,임부금기,현탁액주사제,2등급,
단일,펙수프라잔,임부금기,필름코팅정,2등급,
단일,포비돈요오드,임부금기,"피부액제,가글제,약물이포함된거즈,피부연고제,가글제, 용액용정제,일반액상분무제,질세정액,약물이포함된스폰지,일반분말분무제,약물이포함된면봉,질좌제, 일반",2등급,
단일,프레마네주맙,임부금기,용액주사제,2등급,
단일,플루시클로빈(18F)액,임부금기,용액주사제,1등급,
단일,황산망간,임부금기,용액주사제,2등급,
단일,라타노프로스틴부노드,용량주의,점안용액제,라타노프로스틴부노드 1방울,라타노프로스틴부노드 1방울
단일,아브로시티닙,용량주의,정제,아브로시티닙 200밀리그램,아브로시티닙 200밀리그램
단일,카르복시말토오스·수산화제이철착염,용량주의,용액주사제,"철 주1회 1,000밀리그램","철 주1회 1,000밀리그램"
복합,중쇄트리글리세리드/오메가3산트리글리세리드/콩기름,투여기간주의,유화주사제,7일,
단일,펙수프라잔,효능군중복,,소화성궤양용제,
단일,셀레길린염산염 - 리네졸리드,병용금기,,,
단일,이리노테칸 - 세인트존스워트,병용금기,,,
단일,트리아졸람 - 리토나비르,병용금기,,,
단일,트리아졸람 - 리토나비르,병용금기,,,
단일,리도카인,특정연령대금기,피부연고제,3개월 이하,
단일,리도카인,특정연령대금기,피부용겔제,3개월 이하,
단일,리도카인,특정연령대금기,경구용겔제,4세 이하,
단일,모르핀황산염,특정연령대금기,서방정,18세 미만,
복합,염화암모늄/클로르페니라민/디히드로코데인/메틸에페드린/펠라고니움시도이데스,특정연령대금기,액상시럽제,12세 미만,
단일,키실로메타졸린,특정연령대금기,"일반액상분무제,정량액상분무제,일반분말분무제,정량분말분무제",12세 미만,
단일,트리아졸람,특정연령대금기,정제,18세 미만,
단일,히드로모르폰,특정연령대금기,서방정,18세 미만,
단일,D-소르비톨,용량주의,"수액제,용액주사제",D-소르비톨 100그램,D-소르비톨 100그램
단일,D-소르비톨,용량주의,용액주사제,D-소르비톨 100그램,D-소르비톨 100그램
단일,리도카인,용량주의,피부용겔제,리도카인 200밀리그램,리도카인 200밀리그램
단일,리도카인,용량주의,"연고,겔",리도카인 1000밀리그램,리도카인 1000밀리그램
단일,리도카인,용량주의,크림,리도카인 1000밀리그램,리도카인 1000밀리그램
단일,센나(생약),투여기간주의,산제,7일,
단일,데피브로타이드 - 알테플라제,병용금기,,,
단일,데피브로타이드 - 테넥테플라제,병용금기,,,
복합,도라비린/라미부딘/테노포비르디소프록실 - 아데포비어디피복실,병용금기,,,
단일,디발프로엑스 - 메플로퀸,병용금기,,,
단일,라놀라진 - 이트라코나졸,병용금기,,,
복합,빅테그라비르/엠트리시타빈/테노포비르알라페나미드 - 라미부딘,병용금기,,,
복합,빅테그라비르/엠트리시타빈/테노포비르알라페나미드 - 라미부딘,병용금기,,,
복합,빅테그라비르/엠트리시타빈/테노포비르알라페나미드 - 라미부딘,병용금기,,,
복합,빅테그라비르/엠트리시타빈/테노포비르알라페나미드 - 라미부딘,병용금기,,,
복합,빅테그라비르/엠트리시타빈/테노포비르알라페나미드 - 라미부딘,병용금기,,,
복합,빅테그라비르/엠트리시타빈/테노포비르알라페나미드 - 아데포비어디피복실,병용금기,,,
단일,오미데네팍이소프로필 - 타플루프로스트,병용금기,,,
단일,오미데네팍이소프로필 - 타플루프로스트,병용금기,,,
단일,포스카네트 - 펜타미딘,병용금기,,,
단일,히스티딘아연 - 디페니실라민,병용금기,,,
단일,니트로푸란토인,특정연령대금기,캡슐,3개월 미만,
단일,라세카도트릴,특정연령대금기,"캡슐,산제",3개월 미만,
단일,아모다피닐,특정연령대금기,정제,18세 미만,
단일,에스조피클론,특정연령대금기,정제,18세 미만,
단일,퍼메트린,특정연령대금기,크림,2세 미만,
단일,가도테레이트메글루민,임부금기,,2등급,
단일,길테리티닙,임부금기,,2등급,
단일,니라파립,임부금기,,2등급,
단일,니트로푸란토인,임부금기,,2등급,
단일,다라투무맙,임부금기,,2등급,
단일,다브라페닙,임부금기,,2등급,
단일,다코미티닙,임부금기,,2등급,
단일,데피브로타이드,임부금기,,2등급,
단일,라놀라진,임부금기,,2등급,
단일,라로트렉티닙,임부금기,,2등급,
단일,라불리주맙,임부금기,,2등급,
단일,록사핀,임부금기,,2등급,
단일,루테튬(177Lu)옥소도트레오타이드,임부금기,,1등급,
단일,리오시구앗,임부금기,,1등급,
단일,메폴리주맙,임부금기,,2등급,
단일,미갈라스타트,임부금기,,2등급,
단일,미도스타우린,임부금기,,2등급,
단일,미로가발린,임부금기,,2등급,
단일,바레니클린,임부금기,,2등급,
단일,베네토클락스,임부금기,,2등급,
단일,베다퀼린,임부금기,,2등급,
단일,베돌리주맙,임부금기,,2등급,
단일,부로수맙,임부금기,,2등급,
단일,브롤루시주맙,임부금기,,2등급,
단일,브리가티닙,임부금기,,2등급,
단일,블리나투모맙,임부금기,,2등급,
단일,사람혈청알부민,임부금기,,2등급,
단일,사프롭테린,임부금기,,2등급,
단일,사피나미드,임부금기,,2등급,
단일,세리티닙,임부금기,,2등급,
단일,실툭시맙,임부금기,,2등급,
단일,아모다피닐,임부금기,,2등급,
단일,아벨루맙,임부금기,,2등급,
단일,아스포타제알파,임부금기,,2등급,
단일,아탈루렌,임부금기,,2등급,
단일,알렉티닙,임부금기,,2등급,
단일,에다라본,임부금기,,2등급,
단일,에스케타민,임부금기,"점비분말제,점비액제",2등급,
단일,에슬리카르바제핀아세테이트,임부금기,,2등급,
단일,엔트렉티닙,임부금기,,2등급,
단일,엘-아스파르트산-엘-아르기닌,임부금기,,2등급,
단일,엘로설파제알파,임부금기,,2등급,
단일,엘리글루스타트,임부금기,,2등급,
단일,오비누투주맙,임부금기,,2등급,
단일,유파다시티닙,임부금기,,2등급,
단일,이브루티닙,임부금기,,2등급,
단일,이사부코나조늄,임부금기,,2등급,
단일,이카티반트,임부금기,,2등급,
단일,이필리무맙,임부금기,,2등급,
단일,익사조밉시트레이트,임부금기,,2등급,
단일,집먼지진드기정제추출물,임부금기,,2등급,
단일,카나키누맙,임부금기,,2등급,
단일,카보잔티닙,임부금기,,2등급,
단일,코네스타트알파,임부금기,,2등급,
단일,코비메티닙,임부금기,,2등급,
단일,타파미디스,임부금기,,2등급,
단일,탈라조파립,임부금기,,2등급,
단일,트라메티닙,임부금기,,2등급,
단일,퍼플루트렌,임부금기,,2등급,
단일,포나티닙,임부금기,,2등급,
단일,포말리도마이드,임부금기,,1등급,
